ward_id,popcut,this_status,that_status,this_boundary,Period,lines,formmin,breakmin,mean_intensity,phi_median,phi_best,phi_lo,phi_hi
6,10,ALL,ALL,8,Day,155,60471,19644,0.32484992806469215,-0.04325946609549619,-0.02900936723936609,-0.636633899901938,0.45646599269218746
6,20,ALL,ALL,8,Day,150,59930,19502.666666666668,0.32542410590132936,-0.15036666140660415,-0.14582907385051083,-0.8503114258699576,0.466068774233705
6,0,ALL,ALL,8,Night,52,17348.166666666668,5152.333333333333,0.2969958400983773,0.9290850637410468,0.9390900564083375,0.6038189062701282,1.1884760445673235
6,10,ALL,ALL,8,Night,45,17244.166666666668,5139.5,0.29804281641134683,2.0376672666848603,2.046882696403101,1.4055653163332054,2.6058894016935668
6,20,ALL,ALL,8,Night,43,16927.166666666668,5027.666666666667,0.2970176146825123,2.7670857505780253,2.9999247219750482,2.156229542060191,2.9889221179766943
6,0,ALL,ALL,-1,All,207,77819.16666666667,24796.333333333332,0.31864043776704537,0.44907782685107417,0.45940205103943044,0.18043731539933022,0.6724223617659405
6,10,ALL,ALL,-1,All,200,77715.16666666667,24783.5,0.3189017158812844,0.3908813506506181,0.39565468756555316,0.05783791493663641,0.6849493364577562
6,20,ALL,ALL,-1,All,193,76857.16666666667,24530.333333333332,0.31916780694925434,0.49208211689108616,0.495520426292022,0.12445933010854131,0.836822061777635
6,10,ALL,ALL,4,Day,135,45884.666666666664,15010.666666666666,0.327139058799599,-0.04713446294110692,-0.03219490415160213,-0.4788617626600677,0.3597193039105664
6,10,ALL,ALL,6,Day,154,55866,17854.166666666668,0.3195891359085431,-0.08055089694724968,-0.06113700754775392,-0.5341409511508735,0.31900246360388934
6,10,ALL,ALL,10,Day,139,65817.16666666667,20788.5,0.3158522472607197,0.7796636618708584,0.7865296636929975,0.3751221065772196,1.1556856404734928
6,10,ALL,ALL,4,Night,65,31830.5,9772.833333333334,0.30702732703957947,1.4236972466347368,1.4387098216342937,0.8571429708075349,1.898571020927831
6,10,ALL,ALL,6,Night,46,21849.166666666668,6929.333333333333,0.3171440558373698,2.224185902649058,2.2522245161593277,1.626280031175209,2.770115968696888
6,10,ALL,ALL,10,Night,61,11898,3995,0.3357707177676921,-0.13332804986465616,-0.07262759022253411,-0.8564923512778191,0.45394467552430784
8,0,ALL,ALL,8,Day,114,54828.5,9339.5,0.17034024275696033,0.22496040200081258,0.23858674931918133,-0.2699555981101456,0.6918952388043748
8,10,ALL,ALL,8,Day,114,54828.5,9339.5,0.17034024275696033,0.22262991264313325,0.23858786224724643,-0.27618167757746354,0.6550518418509724
8,20,ALL,ALL,8,Day,114,54828.5,9339.5,0.17034024275696033,0.22589778363992002,0.23857722885152474,-0.2676487489715949,0.6814862030300584
8,0,ALL,ALL,8,Night,47,18839.666666666664,2051.6666666666665,0.10890143137705904,-0.6139992534628421,-0.5993484711011261,-0.9313542556861738,-0.3167977994015516
8,10,ALL,ALL,8,Night,40,18621.666666666664,1936.8333333333333,0.10400966615949164,-0.6127553529263132,-0.6090340907013061,-1.0674060970664134,-0.2157981810409431
8,20,ALL,ALL,8,Night,33,18405.666666666664,1879.8333333333333,0.10213340094536104,-0.4550140833953112,-0.436857680382821,-0.9255562950335983,-0.04056179540589652
8,0,ALL,ALL,-1,All,161,73668.16666666667,11391.166666666666,0.15462807318403018,-0.19633435213572553,-0.19197538783998344,-0.4371974040189247,-0.014379894445506303
8,10,ALL,ALL,-1,All,154,73450.16666666667,11276.333333333334,0.15352359082461806,-0.10926576482785788,-0.09845793496017557,-0.3706032883816477,0.13537284142636738
8,20,ALL,ALL,-1,All,147,73234.16666666667,11219.333333333334,0.1531980746691549,-0.01921917201527952,-0.009236942327153792,-0.30717826728863534,0.23957537790395383
8,10,ALL,ALL,4,Day,98,44189.833333333336,8293.666666666666,0.18768268719426412,-0.07228547759679493,-0.05448243745405376,-0.5531222143606259,0.3355063983893527
8,10,ALL,ALL,6,Day,108,51668,9196.5,0.17799218084694587,-0.11669689966906682,-0.09830914745677578,-0.5930798472244824,0.2965471585332677
8,10,ALL,ALL,10,Day,102,51841.333333333336,7947.333333333333,0.15330109822278232,-0.07339682868614528,-0.06002312134465061,-0.37462976278601917,0.19183610354107927
8,10,ALL,ALL,4,Night,56,29260.333333333332,2982.6666666666665,0.10193549857030565,-0.4937953869414599,-0.4794110088447132,-0.8723918642124743,-0.1269163670435199
8,10,ALL,ALL,6,Night,46,21782.166666666664,2079.8333333333335,0.09548330821084527,-0.6258940467798828,-0.6097351507626685,-1.06570304030145,-0.22466123966507054
8,10,ALL,ALL,10,Night,52,21608.833333333332,3329,0.15405736851441926,0.03290925956332986,0.050741776967215824,-0.4866373659126325,0.5481755252819339
9,0,ALL,ALL,8,Day,169,65332.166666666664,18681.833333333332,0.28595153484883656,0.05278152142577991,0.055907875329162,-0.5592872568761601,0.5910274579333947
9,10,ALL,ALL,8,Day,169,65332.166666666664,18681.833333333332,0.28595153484883656,0.055720312803373896,0.05592308622651038,-0.5503057850465172,0.6015724039320575
9,20,ALL,ALL,8,Day,169,65332.166666666664,18681.833333333332,0.28595153484883656,0.04550156946246815,0.055981618155434176,-0.5360661697442226,0.5906474401305144
9,0,ALL,ALL,8,Night,64,23227.833333333332,8658.166666666666,0.3727496466164874,0.11854137944517926,0.13160759197423363,-0.19930878326713297,0.380354226812778
9,10,ALL,ALL,8,Night,60,23191.833333333332,8640.333333333334,0.37255930607757043,0.09124023604808522,0.10493569620800688,-0.2784282170000374,0.38350225347691563
9,20,ALL,ALL,8,Night,55,22919.833333333332,8468,0.36946167438681204,0.22653518943476725,0.23323082652895905,-0.1304312446243319,0.5091395800808436
9,0,ALL,ALL,-1,All,233,88560,27340,0.30871725383920506,-0.04601786577688304,-0.04060358105293459,-0.2809498851651816,0.1623847367971723
9,10,ALL,ALL,-1,All,229,88524,27322.166666666668,0.3086413477324417,-0.0727659547714607,-0.0603578780887363,-0.3538312547858591,0.16201515612222872
9,20,ALL,ALL,-1,All,224,88252,27149.833333333332,0.3076398646300745,0.045176349594482086,0.05658714287181256,-0.20494177595162957,0.2711099393276943
9,10,ALL,ALL,4,Day,166,53517.333333333336,16059.333333333334,0.30007723354427224,-0.2897167201953531,-0.28256883942981403,-0.6981097426042936,0.07806599408486217
9,10,ALL,ALL,6,Day,186,62262.833333333336,18256.166666666668,0.2932113058352093,-0.2874179962036645,-0.2756198954095984,-0.6926398371775204,0.079556100050589
9,10,ALL,ALL,10,Day,152,73380,22245.5,0.3031548105750886,0.04837275138528524,0.05677587569242393,-0.23633944601179038,0.29076064599313123
9,10,ALL,ALL,4,Night,63,35006.666666666664,11262.833333333334,0.3217339554370596,0.06748581408922348,0.08540075701824722,-0.2989757638514334,0.3573023245681919
9,10,ALL,ALL,6,Night,43,26261.166666666668,9066,0.3452245711348188,0.14999237554686065,0.16535544741782107,-0.2238049802250061,0.44433965468257103
9,10,ALL,ALL,10,Night,77,15144,5076.666666666667,0.33522627223102663,-0.2867629944250039,-0.2701009920886829,-0.788708846159242,0.1618243241436363
12,0,ALL,ALL,8,Day,237,84219.5,14453.333333333332,0.17161504560503604,0.2565223750799826,0.26516791126948347,-0.14997027128491747,0.6159937011151327
12,10,ALL,ALL,8,Day,237,84219.5,14453.333333333332,0.17161504560503604,0.24371575160644998,0.2652972163296864,-0.1442750081484797,0.6339786446607679
12,20,ALL,ALL,8,Day,235,84126.5,14437.166666666666,0.17161259135547854,0.2975329311327989,0.305272486905737,-0.1356928485780744,0.683717257473292
12,0,ALL,ALL,8,Night,63,23997.833333333332,1459.1666666666665,0.0608041003701723,-0.9241988315667529,-0.9173990962393044,-1.2351678782333007,-0.6448802685020986
12,10,ALL,ALL,8,Night,59,23964.833333333332,1452.1666666666665,0.06059573402694225,-1.0439878382291312,-1.0328425311368037,-1.3618151300136283,-0.7393430104190918
12,20,ALL,ALL,8,Night,51,23242.833333333332,1327.5,0.05711437934273647,-1.0305701007055228,-1.028210415423359,-1.3755044430528098,-0.7268905721768311
12,0,ALL,ALL,-1,All,300,108217.33333333333,15912.5,0.14704206350184199,-0.06342264874642632,-0.061211698334455895,-0.2176782160165142,0.07910435919207685
12,10,ALL,ALL,-1,All,296,108184.33333333333,15905.5,0.1470222120886265,-0.07946301924884415,-0.07992217554760336,-0.23536236534670896,0.06660946421284705
12,20,ALL,ALL,-1,All,286,107369.33333333333,15764.666666666666,0.14682653023209608,-0.07529999074571714,-0.07324820448579053,-0.2528231508817991,0.07235397025996661
12,10,ALL,ALL,4,Day,202,65041.166666666664,11811,0.18159268360807387,0.2148461133455496,0.21583519998703926,-0.09928908251661686,0.4598537114031406
12,10,ALL,ALL,6,Day,235,79249,13774.833333333332,0.1738171249269181,0.20990895210394667,0.21887932925792955,-0.09288369295674745,0.4711180569255822
12,10,ALL,ALL,10,Day,227,92072.33333333333,13228.333333333332,0.14367327137721428,-0.11926935246515952,-0.11734050421871697,-0.2944077543472238,0.03682282858391909
12,10,ALL,ALL,4,Night,94,43143.166666666664,4094.5,0.09490494825368251,-0.3980405299225716,-0.3930811484074138,-0.629171132394907,-0.18272104438867964
12,10,ALL,ALL,6,Night,61,28935.333333333332,2130.6666666666665,0.0736354629864295,-0.7579036444330471,-0.7522341354952271,-1.0797396217039508,-0.4685660189864515
12,10,ALL,ALL,10,Night,69,16112,2677.1666666666665,0.16615979808010592,0.1735686690819431,0.18655317022832357,-0.2352367000688326,0.5200596087460265
13,0,ALL,ALL,8,Day,97,35513,8902.666666666666,0.250687541651414,0.23043751379985555,0.25633860913092327,-0.29499888924465195,0.7385485013343797
13,10,ALL,ALL,8,Day,97,35513,8902.666666666666,0.250687541651414,0.2376449740064923,0.25647224933032675,-0.3093244823019015,0.7476890115211757
13,20,ALL,ALL,8,Day,96,35456,8883.5,0.2505499774368231,0.24939571544994726,0.27031758066377226,-0.28599310263719513,0.7549024102712201
13,0,ALL,ALL,8,Night,47,8680.5,1558.1666666666665,0.1795019488124724,1.4574917167604173,1.4817130631540465,0.8864628867271976,1.967613264514661
13,10,ALL,ALL,8,Night,41,8576.5,1518.5,0.17705357663382498,2.893866040539045,2.999945433972482,2.4969257299814838,2.9956940806178514
13,20,ALL,ALL,8,Night,31,8117.333333333334,1357.3333333333333,0.1672141918528252,2.904320341784327,2.999936832104479,2.546938280213627,2.996478723427605
13,0,ALL,ALL,-1,All,144,44193.5,10460.833333333334,0.23670524700087872,0.4465933849994965,0.45962277136697227,0.16212669661529383,0.6758096801170207
13,10,ALL,ALL,-1,All,138,44089.5,10421.166666666666,0.23636391128651188,0.6988676882520554,0.7088529620896485,0.40472883441803786,0.9749668246792934
13,20,ALL,ALL,-1,All,127,43573.333333333336,10240.833333333334,0.23502524479804163,0.8902813802778726,0.894009216491703,0.5999993263504635,1.1493501946828493
13,10,ALL,ALL,4,Day,100,29220.5,8359.333333333334,0.286077696594286,0.2042151513505407,0.2148813839065525,-0.16847217688676555,0.5358317707392622
13,10,ALL,ALL,6,Day,110,34016.166666666664,9210.166666666666,0.27075851188405514,0.1772187352937421,0.19129311871842292,-0.19674178184663652,0.5242654560384087
13,10,ALL,ALL,10,Day,84,30352,6679.833333333333,0.22007885257424,1.2719807043695621,1.287834394948877,0.9101160283264533,1.592835427401284
13,10,ALL,ALL,4,Night,38,14869,2061.8333333333335,0.1386665769946421,2.6700400176912424,2.7620487214890885,2.044269803127524,2.979392414476225
13,10,ALL,ALL,6,Night,28,10073.333333333334,1211,0.12021839841164791,2.8775109976618993,2.9998683648349744,2.38628828916339,2.995238791846563
13,10,ALL,ALL,10,Night,54,13737.5,3741.333333333333,0.27234455565665755,0.5351409730729219,0.5452956029329667,0.0449116863311736,0.9686677857668891
14,0,ALL,ALL,8,Day,333,56851.666666666664,19548,0.3438421623523204,0.5762285479392568,0.5949732319287581,0.19861692408316473,0.9304003288773718
14,10,ALL,ALL,8,Day,333,56851.666666666664,19548,0.3438421623523204,0.5913731054353575,0.5948223160503984,0.18958322137830885,0.9459083273211305
14,20,ALL,ALL,8,Day,329,56394.666666666664,19462.333333333332,0.3451094666162285,0.5609407281205935,0.5687189557647714,0.16266354578013534,0.941719930843688
14,0,ALL,ALL,8,Night,151,24235.5,8679.166666666666,0.3581179124287374,-0.04057348173644175,-0.029596720795864714,-0.3067660326087303,0.1967563014378312
14,10,ALL,ALL,8,Night,146,24188.5,8679.166666666666,0.3588137613604261,-0.2112914451746642,-0.20711119058334088,-0.5122543055225615,0.05481380703496289
14,20,ALL,ALL,8,Night,140,23440,8488.666666666666,0.36214448236632535,-0.28121070786874763,-0.26650045113799975,-0.6117615156208901,0.0072794680639717835
14,0,ALL,ALL,-1,All,484,81087.16666666667,28227.166666666668,0.3481089280465672,0.051436322994510425,0.049601257044863414,-0.12516829924561224,0.21722299669862627
14,10,ALL,ALL,-1,All,479,81040.16666666667,28227.166666666668,0.3483108170639662,-0.04814844081402272,-0.04324121766161501,-0.2434058806725329,0.13639314374363504
14,20,ALL,ALL,-1,All,469,79834.66666666667,27951,0.3501110628632507,-0.09659507644451432,-0.09000616558929882,-0.2990324137313868,0.08851975223049782
14,10,ALL,ALL,4,Day,262,43257.666666666664,13936.833333333334,0.3221818097755311,0.2946885916172677,0.30262307329929583,-0.007834507092819396,0.5661009719608733
14,10,ALL,ALL,6,Day,301,51028.166666666664,17105.666666666668,0.3352200908648492,0.39225299303576816,0.3924170213330825,0.08820136441703438,0.6456474034941483
14,10,ALL,ALL,10,Day,346,57253.666666666664,20778.5,0.36291998765726796,-0.05374697737115616,-0.044051262442199576,-0.33389815149833935,0.1950619462995582
14,10,ALL,ALL,4,Night,217,37782.5,14290.333333333334,0.37822625113037345,-0.2712907152091069,-0.2573205741642101,-0.5893740321622911,-0.0034426806332347477
14,10,ALL,ALL,6,Night,178,30012,11121.5,0.3705684392909503,-0.2973138987288595,-0.2850748067948353,-0.6296001185574032,-0.010121531121174391
14,10,ALL,ALL,10,Night,133,23786.5,7448.666666666667,0.31314681296814023,-0.17448055954768893,-0.16451139715339716,-0.5488391260440404,0.12126591868977832
16,0,ALL,ALL,8,Day,206,54849.833333333336,13435.666666666666,0.24495364616726273,-0.3644251430888915,-0.3570073623856664,-0.6413578079983326,-0.132001556030534
16,10,ALL,ALL,8,Day,206,54849.833333333336,13435.666666666666,0.24495364616726273,-0.36517144780052047,-0.3570605808589452,-0.6599373398121803,-0.11577909208037755
16,20,ALL,ALL,8,Day,205,54830.833333333336,13430.833333333334,0.24495037767679378,-0.3783009923592612,-0.35964832586214157,-0.6429338445246339,-0.12230999086021084
16,0,ALL,ALL,8,Night,83,20936.5,3336.5,0.15936283523989206,0.964371309310097,0.9807686563532589,0.5281267594503757,1.3278780517996722
16,10,ALL,ALL,8,Night,77,20890.5,3333.6666666666665,0.15957811764518162,0.5456826395915333,0.5473719444773,-0.15853698957565693,1.1539179394162875
16,20,ALL,ALL,8,Night,70,20639.5,3276.5,0.1587490007025364,1.9619857755001595,2.034616907206176,0.7067375044246298,2.8949448001967824
16,0,ALL,ALL,-1,All,289,75786.33333333333,16772.166666666668,0.2213085912587582,-0.09465570961376601,-0.09138870779887034,-0.2969604097261304,0.09795832958701525
16,10,ALL,ALL,-1,All,283,75740.33333333333,16769.333333333332,0.22140559191271933,-0.23451811282240687,-0.22955662873117327,-0.47781263522294937,-0.026645586179267315
16,20,ALL,ALL,-1,All,275,75470.33333333333,16707.333333333332,0.22137616988573877,-0.2760775482998883,-0.26694612001340906,-0.5244040078506833,-0.05570004219988444
16,10,ALL,ALL,4,Day,150,45043,10183,0.22607286370801236,0.5438058857506328,0.5606077422533804,0.14478704413809945,0.8980825875078943
16,10,ALL,ALL,6,Day,183,53003.666666666664,12487,0.23558747508034036,0.5681912050985476,0.5802261657712264,0.11403784225171465,0.9403373314881011
16,10,ALL,ALL,10,Day,185,51765.333333333336,12401.5,0.23957152792087366,-0.3747157763845562,-0.37098067508653376,-0.6536333158303284,-0.13582805844560492
16,10,ALL,ALL,4,Night,133,30697.333333333332,6586.333333333333,0.2145571819484863,-0.4886067928369572,-0.4715561183788146,-0.8066108802959127,-0.20406725742923032
16,10,ALL,ALL,6,Night,100,22736.666666666668,4282.333333333333,0.18834481747544346,-0.6446892451656722,-0.6294836777448543,-1.028017794141512,-0.3196868143258589
16,10,ALL,ALL,10,Night,98,23975,4367.833333333333,0.182182829336114,0.4974508094867488,0.5151096292713655,-0.19742780153276876,1.0839451730638188
17,0,ALL,ALL,8,Day,81,38040.166666666664,5935.833333333333,0.15604120206273195,0.5464155813918705,0.5513460330871001,-0.37175414514087984,1.399460931409915
17,10,ALL,ALL,8,Day,81,38040.166666666664,5935.833333333333,0.15604120206273195,0.5251259931474906,0.5513152557153587,-0.3942236888830818,1.4098142973056027
17,20,ALL,ALL,8,Day,79,37952.166666666664,5920.5,0.15599899873964157,0.66335455598274,0.6548987262948824,-0.3111714510662285,1.5510251353945792
17,0,ALL,ALL,8,Night,47,13909.166666666666,1428.5,0.10270205499970045,1.164889047056886,1.175004190787381,0.7488388747286371,1.5689797532695942
17,10,ALL,ALL,8,Night,39,13685.166666666666,1414.1666666666667,0.10333572846512648,1.075166430246148,1.0944757839146917,0.49356368636896714,1.5543229249357011
17,20,ALL,ALL,8,Night,33,13472.166666666666,1372.6666666666667,0.1018890799549689,1.1825622636147113,1.2097921533415832,0.6150132891302482,1.6768901620569274
17,0,ALL,ALL,-1,All,128,51949.333333333336,7364.333333333333,0.14175991992197526,0.8708443416129881,0.8800212679030196,0.5707198284036541,1.1400617943461884
17,10,ALL,ALL,-1,All,120,51725.333333333336,7350,0.1420967159870083,0.8314765823214252,0.8450779644627218,0.4634580785000696,1.1531006897759137
17,20,ALL,ALL,-1,All,112,51424.333333333336,7293.166666666667,0.14182326136135293,0.9910869266041186,1.0048424793662925,0.6150275596413565,1.3060656098981862
