ward_id,popcut,this_status,that_status,this_boundary,Period,lines,formmin,breakmin,mean_intensity,phi_median,phi_best,phi_lo,phi_hi
17,10,ALL,ALL,4,Day,78,31354.333333333332,5004.5,0.1596111117017318,0.4096630157329536,0.4304506155562826,-0.1737408626773171,0.9037134194903726
17,10,ALL,ALL,6,Day,90,35895.833333333336,5801.666666666667,0.1616250725478816,0.42597346140950665,0.44057566597778314,-0.18678892523409904,0.9548603391051355
17,10,ALL,ALL,10,Day,75,39803.333333333336,5320.333333333333,0.13366552215057365,0.9605819406903471,0.9771537006473037,0.5457961591774886,1.3149099846875145
17,10,ALL,ALL,4,Night,42,20371,2345.5,0.11513916842570321,1.1047186484169818,1.1138490848694425,0.6238626635265856,1.4694638219229754
17,10,ALL,ALL,6,Night,30,15829.5,1548.3333333333333,0.09781315476378491,1.0754441342390524,1.1049237290766456,0.5045776469678045,1.5382469136938288
17,10,ALL,ALL,10,Night,45,11922,2029.6666666666665,0.1702454845383884,0.5683845451445859,0.6096668862891256,-0.15653227070289236,1.1781353525371812
18,0,ALL,ALL,8,Day,172,87535.16666666667,17467.333333333332,0.1995464679909598,0.1441678011393338,0.16008278760571604,-0.3364069149639326,0.583747427121101
18,10,ALL,ALL,8,Day,172,87535.16666666667,17467.333333333332,0.1995464679909598,0.14490366992333883,0.16007465892191391,-0.35692550219363506,0.5819255059353761
18,20,ALL,ALL,8,Day,172,87535.16666666667,17467.333333333332,0.1995464679909598,0.14812724549437783,0.1599986835201183,-0.33675687141128696,0.6044625539881484
18,0,ALL,ALL,8,Night,49,31035.166666666668,5236.5,0.16872794840261854,-0.2544747213443997,-0.24020629243438454,-0.5203538873971297,-0.013694527723864107
18,10,ALL,ALL,8,Night,46,30998.166666666668,5217.666666666667,0.16832178247100635,-0.163665463048208,-0.13996957376989566,-0.4694327166723679,0.1010623336591438
18,20,ALL,ALL,8,Night,38,30226.166666666668,5109.5,0.16904227573239522,-0.06538140268831033,-0.053086047929557706,-0.41660160436621596,0.215627835467663
18,0,ALL,ALL,-1,All,221,118570.33333333333,22703.833333333332,0.19147988113946435,-0.10220825437841191,-0.09665946561925967,-0.29915825751854364,0.0699067080697351
18,10,ALL,ALL,-1,All,218,118533.33333333333,22685,0.19138076490438696,-0.02307796555513601,-0.012528806384702787,-0.2376650556081276,0.17596223480724268
18,20,ALL,ALL,-1,All,210,117761.33333333333,22576.833333333332,0.19171686235436647,0.036578542420615257,0.041967877994849676,-0.19728144844871975,0.2418916279340784
18,10,ALL,ALL,4,Day,151,67601.66666666667,12811.333333333332,0.1895120928971179,0.10342279694381126,0.12411677542141848,-0.21109357874963636,0.3933468133298965
18,10,ALL,ALL,6,Day,171,81464.33333333333,15082.666666666666,0.18514441903000495,0.08907202181151551,0.10764187134755862,-0.2509455822102066,0.3777271080477986
18,10,ALL,ALL,10,Day,159,102546.33333333333,20136.333333333332,0.1963632699365165,-0.04504653869046019,-0.03549808562622872,-0.31160074968655443,0.18815681176514104
18,10,ALL,ALL,4,Night,67,50931.666666666664,9873.666666666666,0.1938610556628162,-0.04971854752928198,-0.03229823648336504,-0.3707586840654474,0.21668884340926242
18,10,ALL,ALL,6,Night,47,37069,7602.333333333333,0.20508601077270314,0.027498109265162725,0.04064069896992811,-0.30826625218706166,0.3162546330251251
18,10,ALL,ALL,10,Night,59,15987,2548.6666666666665,0.1594211963887325,-0.10910450687528875,-0.08498467193184486,-0.5811039921417942,0.27792516653862953
19,0,ALL,ALL,8,Day,145,65894.83333333333,21384.666666666668,0.32452721381797767,0.9441441175502225,0.9521122528591839,0.6144296590701573,1.2181800005657677
19,10,ALL,ALL,8,Day,145,65894.83333333333,21384.666666666668,0.32452721381797767,0.9436178580697168,0.952173481821085,0.6168830303654533,1.24482983795094
19,20,ALL,ALL,8,Day,145,65894.83333333333,21384.666666666668,0.32452721381797767,0.9474649376178733,0.9520627248022344,0.6170744186993163,1.2477462742578729
19,0,ALL,ALL,8,Night,50,22763.5,3197.3333333333335,0.140458775378713,1.1879258583299512,1.2153827609040506,0.7193770071078165,1.6112040780951644
19,10,ALL,ALL,8,Night,46,22742.5,3196.3333333333335,0.14054450185042688,0.8963185533309875,0.919560410099926,0.26027646499037826,1.4628873130729467
19,20,ALL,ALL,8,Night,40,22503.5,3156,0.1402448508009865,1.8298847466336992,1.8524674906531011,0.912557156077006,2.7218606564260157
19,0,ALL,ALL,-1,All,195,88658.33333333333,24582,0.2772666604004136,1.0253999988767364,1.02635065253827,0.7876204177205068,1.2406314442025321
19,10,ALL,ALL,-1,All,191,88637.33333333333,24581,0.2773210686242065,0.9137052880233085,0.9208420352669023,0.6424066257795736,1.1561318598856856
19,20,ALL,ALL,-1,All,185,88398.33333333333,24540.666666666668,0.27761458549369333,0.9843714076901555,0.9883543276035978,0.6934134257977826,1.2522599870548714
19,10,ALL,ALL,4,Day,119,53468.833333333336,18403.166666666668,0.3441849301618077,0.6354746357519234,0.6541437848211333,0.2098336007346323,1.0150959239993027
19,10,ALL,ALL,6,Day,143,63525.666666666664,21135.333333333332,0.3327054156587626,0.6457274884346114,0.6613772500982765,0.2217117252238026,1.0121928429690246
19,10,ALL,ALL,10,Day,120,72562.5,18423.833333333332,0.25390295722078665,1.0076028637320145,1.0148975758088619,0.6871020114091193,1.3124583635841638
19,10,ALL,ALL,4,Night,72,35168.5,6177.833333333333,0.17566382795209728,1.1189887275319819,1.1254762308142494,0.7085884297620871,1.4904993151553283
19,10,ALL,ALL,6,Night,48,25111.666666666668,3445.6666666666665,0.13721377845622884,1.0349379523903832,1.0458739377192514,0.5133083056871082,1.458803031254986
19,10,ALL,ALL,10,Night,71,16074.833333333332,6157.166666666667,0.38303144667129785,0.9353271821694373,0.9495850717776471,0.4744794083500666,1.3432055650180363
20,0,ALL,ALL,8,Day,255,79611.83333333333,14502.166666666666,0.18216094341084135,-0.1687393875348671,-0.15570126206741694,-0.42764933942042405,0.06510781240755709
20,10,ALL,ALL,8,Day,255,79611.83333333333,14502.166666666666,0.18216094341084135,-0.16983332887250796,-0.15567649773086728,-0.4405764194389978,0.0634914114568334
20,20,ALL,ALL,8,Day,254,79592.83333333333,14499.5,0.18217092409911279,-0.1679233611474353,-0.1620056078841935,-0.43891875289943727,0.06166915760881826
20,0,ALL,ALL,8,Night,78,24197.833333333332,2605,0.10765426656656588,-0.3287452619579692,-0.31753795190306827,-0.6641581378117261,-0.026649405579455096
20,10,ALL,ALL,8,Night,74,24169.833333333332,2605,0.10777898068528952,-0.5755764681961175,-0.556047610271693,-1.0378565020282517,-0.21034729430414872
20,20,ALL,ALL,8,Night,68,23958.833333333332,2582.3333333333335,0.10778209846055388,-0.6729581134404589,-0.6390384810244615,-1.173680232454399,-0.27602011826578254
20,0,ALL,ALL,-1,All,333,103809.66666666667,17107.166666666668,0.1647935805592928,-0.05153902917966415,-0.04544657352363596,-0.2223266753478888,0.10538655677543855
20,10,ALL,ALL,-1,All,329,103781.66666666667,17107.166666666668,0.16483804140101815,-0.1161956005960168,-0.11602849916965298,-0.29751560940121796,0.043842032992414466
20,20,ALL,ALL,-1,All,322,103551.66666666667,17081.833333333332,0.16495952101205516,-0.14823795390901007,-0.14691755589246944,-0.35006105431791956,0.019522419218466265
20,10,ALL,ALL,4,Day,201,64645.166666666664,11198.5,0.17323027501411553,0.5757606087235263,0.5845464533063168,0.26120764690139187,0.8777614853398079
20,10,ALL,ALL,6,Day,223,74747.5,12792.166666666666,0.17113838812892293,0.5670218047905,0.5743816200642587,0.24023172786697541,0.8628042941558616
20,10,ALL,ALL,10,Day,201,71262.33333333333,12561.333333333334,0.17626890316062252,-0.28361766238008723,-0.2762272440842359,-0.5320846960557128,-0.07747868665629265
20,10,ALL,ALL,4,Night,128,39136.5,5908.666666666667,0.15097585800126906,-0.469312848747003,-0.470724872919706,-0.7357560039553521,-0.21554829182479607
20,10,ALL,ALL,6,Night,106,29034.166666666668,4315,0.148618007519876,-0.5295515743988144,-0.5145106487571164,-0.818826915409701,-0.25228428081325754
20,10,ALL,ALL,10,Night,128,32519.333333333332,4545.833333333333,0.13978863855347587,0.6158725507366144,0.6199149739855019,0.1798996937454746,0.992689453249869
21,0,ALL,ALL,8,Day,275,108232.5,26452.5,0.24440440717898967,-0.059427271737073725,-0.04063099629110828,-0.4260078734267282,0.26718945028265895
21,10,ALL,ALL,8,Day,275,108232.5,26452.5,0.24440440717898967,-0.048175948970307525,-0.040583461608857146,-0.448854408169143,0.28536696072684065
21,20,ALL,ALL,8,Day,275,108232.5,26452.5,0.24440440717898967,-0.04893472516450267,-0.0405456142318443,-0.41413905182620475,0.29572849658406136
21,0,ALL,ALL,8,Night,69,38840.5,7655.333333333334,0.19709667314615759,-0.19613549296623806,-0.1896384681438011,-0.42947638490002427,-0.0016755765345884965
21,10,ALL,ALL,8,Night,65,38824.5,7649.333333333334,0.19702335724435174,-0.20036899189302895,-0.19586952429248417,-0.4959813482223228,0.020856668624949278
21,20,ALL,ALL,8,Night,58,38555.5,7573.5,0.1964311187768282,-0.1659295680876673,-0.16024097218656125,-0.4715162757876533,0.07012731517257435
21,0,ALL,ALL,-1,All,344,147073,34107.833333333336,0.23191091045489884,-0.07205872257951455,-0.06753693480934994,-0.2275678845211989,0.07330965390109079
21,10,ALL,ALL,-1,All,340,147057,34101.833333333336,0.23189534216890959,-0.06238900563385629,-0.05801371546130592,-0.2589462631726485,0.10776483574835473
21,20,ALL,ALL,-1,All,333,146788,34026,0.2318036896749053,-0.04797178315844207,-0.0386013205782168,-0.25166846497788636,0.13179607778947391
21,10,ALL,ALL,4,Day,219,84640,21467.5,0.25363303402646503,-0.12490685771614392,-0.11662614740252136,-0.4373074445282899,0.13407694264910858
21,10,ALL,ALL,6,Day,253,100941.16666666667,25045.166666666664,0.2481164770897899,-0.13001956607386478,-0.12302541388194363,-0.433677668525248,0.1387504013263046
21,10,ALL,ALL,10,Day,251,124670.83333333333,27115.166666666668,0.21749406771164068,-0.02966763523601003,-0.020143365001885197,-0.23282371452984726,0.14736533091732287
21,10,ALL,ALL,4,Night,121,62417,12634.333333333334,0.2024181446294012,-0.09877781419264428,-0.08929206960540356,-0.36417432435761493,0.11579915764043067
21,10,ALL,ALL,6,Night,87,46115.833333333336,9056.666666666668,0.1963895263738051,-0.12902061480972116,-0.11247585253793344,-0.41080511632272265,0.09416447402752623
21,10,ALL,ALL,10,Night,89,22386.166666666668,6986.666666666666,0.3120975006886693,0.08841884388996671,0.10379282744732375,-0.2796490891731695,0.40033432039988864
